ACG,2001,Principles Of Accounting 1,3,An introduction to the basic principles of financial accounting with emphasis on basic accounting procedures such as the recording of transactions and the preparation of financial statements. Other topics include inventories$ receivables$ and cash. ACG 2001 and ACG 2011 can be substituted for ACG 2021. Corequisite: ACG 2001L. (3 hr. lecture)
ACG,2500,Financial Management For Non-Profit Organizations,3,This course provides an overview of the way in which a non-profit organization is responsible for the financial management of the organization. Success of many non-profits centers on the feasibility of the groups fiscal policies. This course provides a systematic analysis of the financial and legal ground work for which non-profit administrators$ board members$ and staff of non-profits are responsible. (3 hr. lecture)
ACG,2630,Auditing,3,Fundamental principles of audit practice and procedure including the verification of balance sheets and income statement items$ the preparation of audit working papers$ and the compilation of audit reports. The course includes short problems and audit of accounting records. Prerequisite: ACG 2071. Special fee. (3 hr. lecture)
ACG,2100,Intermediate Accounting 1,3,A review of the accounting cycle and advanced work in the area of temporary investments$ receivables$ inventories$ plant assets$ and investments in stock and bonds. Prerequisite: ACG 2071. Special fee. (3 hr. lecture)
ACG,2021,Financial Accounting,3,An introduction to financial accounting concepts and analysis with emphasis on corporate financial statements and determination of income. Corequisite: ACG 2021L. (3 hr. lecture)
ACG,2071L,Managerial Accounting Lab,1,The student will learn to interpret and solve problems related to the managerial accounting field. Additional support will be provided to the student in order to achieve the objectives of ACG2071.  Prerequisite: ACG2021 $ ACG2021L; Corequisite: ACG2071  ( 2 hr. lab )
ACO,751,Income Tax Accounting,2.5,This course provides the student with an overview of the federal income tax system$ presents the accounting procedures and rules that need to be understood to minimize the tax amount due to the government$ within the tax laws. Special fee. (75 contact hrs.)
ACO,102,Accounting 2,2.5,This course is designed to continue the study of accounting principles. Topics include depreciation$ inventory$ accruals$ deferrals$ notes$ payroll$ and tax-related forms. Computer application will be provided. Special fee. (75 contact hrs.)
ACO,511,Microcomputers In Bookkeeping And Business,2.5,This course is concerned with the use of microcomputers for accounting applications. It includes the preparation$ interpretation$ and use of microcomputer information in financial decision making. Other business applications will be explored. Special fee. (75 contact hrs.)
ACO,202,Accounting (Lab) Applications 2,1,This course is intended to provide additional time on task for students who are attempting to fulfill the requirements of the Accounting Operations Certificate Program. The course is individualized according to each student's need. Special fee. (30 contact hrs.)
ACO,101,Accounting 1,2.5,This course emphasizes double-entry bookkeeping; methods and principles of recording business transactions; the preparation of various documents used in recording income$ expenses$ acquisition of assets incurrence of liabilities$ and changes in equity and the preparation and basic interpretation of financial statements. Special fee. (75 contact hrs.)
ACO,752,Business Forms,2.5,An introduction to federal$ state and local forms that must be filed by most businesses$ including payroll returns and sales taxes. Special fee. (75 contact hrs.)
ACO,111,Accounting (Lab) Applications,1,This course is intended to provide additional time on task for students who are attempting to fulfill the requirements of the Accounting Operations Certificate Program. The course is individualized according to each student's need. Special fee. (30 contact hrs).
ACO,948,Co-Op Work Experience: Aco,1,This is a course designed to continue training in a student's field of study through work experience. Students are graded on the basis of documentation of learning acquired as reported by student and employer. Prerequisite: Co-Op Departmental approval and completion of ACO 0948 Co-Op Work Experience. Students will be assigned specific course prefixes related to their academic major prior to registration. All students must contact the Co-Operative Educational Office to obtain registration approval. Special fee. (30-90 contact hrs.)
ACR,940,Hvac 1,2.67,This course provides an introduction to the Heating$ Ventilation$ and Air Conditioning Trade and presents information on mathematics and tools of the trade for first year apprentices. (80 contact hrs.)
ACR,941,Hvac 2,2.67,This course continues the topics presented in HVAC 1$ and introduces students to heating and cooling systems. (80 contact hrs.)
ACR,942,Hvac 3,2.67,This course provides instruction for second year apprentices in gas laws and the properties of air$ as well as the use and installation of various types of duct systems. The principles of combustion$ mechanical maintenance$ and basic electronics are also presented. (80 contact hrs.)
ACR,932,Hvac Co-Op 3,18.13,This is a Year Two$ Semester One$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,946,Hvac 7,2.67,This course provides advanced blueprint reading$ and presents the fourth year apprentice with information on energy conservation and management equipment and systems. (80 contact hrs.)
ACR,930,Hvac Co-Op 1,18.13,This is a Year One$ Semester One$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,933,Hvac Co-Op 4,18.13,This is a Year Two$ Semester Two$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,947,Hvac 8,2.67,Students learn about water quality and treatment$ and how to design heating and cooling systems. This course also covers commercial and industrial refrigeration. (80 contact hrs.)
ACR,936,Hvac Co-Op 7,18.13,This is a Year Four$ Semester One$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,937,Hvac Co-Op 8,18.13,This is a Year Four$ Semester Two$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,945,Hvac 6,2.67,This course is a continuation of HVAC 5$ with the addition of information on air distribution and steam systems$ as well as establishing and maintaining good customer relations. (80 contact hrs.)
ACR,934,Hvac Co-Op 5,18.13,This is a Year Three$ Semester One$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,911,Hvac Co-Op Summer 1,30.4,This a Year One$ Summer One$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (912 contact hrs.)
ACR,912,Hvac Co-Op Summer 2,30.4,This a Year Two$ Summer Two$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (912 contact hrs.)
ACR,914,Hvac Co-Op Summer 4,30.4,This a Year Four$ Summer Four$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (912 contact hrs.)
ACR,913,Hvac Co-Op Summer 3,30.4,This a Year Three$ Summer Three$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (912 contact hrs.)
ACR,943,Hvac 4,2.67,The focus of this course is in understanding the function and operation of control systems$ metering devices$ compressors$ and heat pumps. Students will be able to complete the installation and servicing of this equipment. (80 contact hrs.)
ACR,944,Hvac 5,2.67,This course provides skills in maintenance and troubleshooting of various types of HVAC systems and equipment for the third year apprentice. (80 contact hrs.)
ACR,931,Hvac Co-Op 2,18.13,This is a Year One$ Semester Two$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
ACR,935,Hvac Co-Op 6,18.13,This is a Year Three$ Semester Two$ coordinated work-study program that reinforces the educational and professional growth of students through parallel involvement in classroom instruction and field experience for the Heating$ Ventilation$ and Air Conditioning Apprenticeship program. Field activities are coordinated with classroom activities to provide students the opportunity to apply their knowledge and gain hands-on skills. (544 contact hrs.)
AFH,2000,African History And Culture,3,Historical survey of the development of African society$ its culture and institutions$ with emphasis on the 13th century to the present. (3 hr. lecture)
AFR,2130,The Foundation Of The United States Air Force - Part 2,1,This course is designed to show the potential Air Force officer$ what role today's Air Force plays in defense of our nation$ what role they can fill into today's Air Force$ and finally what the Air Force offers them both today and AFROTC and later should they choose the Air Force as a profession after AFROTC.
AFR,1111,Introduction To The United States Air Force - Part 3 Sem Basic Air Force Rotc,1,This course is designed to examine general aspects of air and space power through a historical perspective. We will cover the time period from the first balloons and dirigibles to the space-age global positioning systems to the Persian Gulf War. Historical examples will be provided to extrapolate the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's U.S. Air Force air and space power.
AFR,1101,The Foundation Of The United States Air Force - Part 1,1,This course is designed to show the potential Air Force officer$ what role today's Air Force plays in defense of our nation$ what role they can fill in today's Air Force$ and finally what the Air Force offers them both today and AFROTC and later should they choose the Air Force as a profession after AFROTC.
AFR,2131,Introduction To The United States Air Force - Part 2,1,This course is designed to examine general aspects of air and space power through a historical perspective. We will cover the time period from the first balloons and drigibles to the space-age global positioning systems to the Persian Gulf War. Historical examples will be provided to extrapolate the development of Air Force capabilities and missions to demonstrate the evolution of what has become today's U.S. Air Force air and space power.
AMH,2035,Recent American History Since 1945,3,The internal development of the United States and the role of the U.S. in world affairs since World War II. (3 hr. lecture)
AMH,2010,History of the US to 1877,3,Students will learn of the history of the United States to 1877 by examining the founding$ growth$ and development of America from the colonial era through Reconstruction. (3 hr. lecture)
AMH,2047,U.S. Military History,3,This course surveys the culture and history of U.S. military affairs from the colonial origins of the American nation to the present. The course also emphasizes how warfare$ military strategy$ and technological development on the battlefield has continued to evolve throughout at 20th Century and beyond. ( 3 hr. lecture )
AMH,2091,Afro-American History,3,A survey$ including the African background$ of the Afro-American in the United States history$ with emphasis on their economic$ political and cultural development. (3 hr. lecture)
AMH,2070,Florida History,3,Florida from the Spanish period to the present with emphasis on the modern development of natural resources$ urbanization$ industry$ culture and tourism. (3 hr. lecture)
AMH,2079,History Of South Florida,3,A study of the history of South Florida (Lake Okeechobee south to Key West) including geological foundations exploration$ settlement and contemporary cultural trends. (3 hr. lecture)
AMH,2020,History of  the US Since 1877,3,This course focuses on the social$ economic$ cultural$ and political developments in the United States since 1877. The student will gain knowledge of changes and continuities in the history of the United States since the late nineteenth century. (3 hr. lecture)
AML,2010,American Literature 1,3,American Literature from Colonial times to the Civil War. Prerequisites: ENC 1101$ 1102. (3 hr. lecture)
AML,2602,African-American Literature 2,3,This course reviews the Harlem Renaissance period and focuses on contemporary Black American literature to the present. Emphasis will be on the enormous body of literature produced in the 1960's$ including prose$ poetry$ drama$ and biography as well as films and some T.V. specials. (3 hr. lecture)
AML,2020,American Literature 2,3,American literature from the Civil War to the present. Prerequisites: ENC 1101$ 1102. (3 hr. lecture)
ANT,2000,Introduction To Anthropology,3,This course covers the theoretical and conceptual fundamentals for understanding the human species through an integrated study of the cultural$ biological$ evolutionary and linguistic aspects of our kind. Students will learn about human origins as well as human cultural diversity from antiquity to the present. (3 hr. lecture)
ANT,2511,Introduction To Physical Anthropology,3,Man as a biological unit in the animal kingdom. The human fossil record$ living primates$ the criteria of race and races of man$ principles of biological evolution and human genetics. (3 hr. lecture)
ANT,2410,Introduction To Cultural Anthropology,3,The nature of culture$ personality$ and social organizations. Emphasis is on the customs of pre-literate people. (3 hr. lecture)
ARC,2681,Environmental Technology,3,An introduction to technology aspects of building design which relates to human comfort$ safety$ and building performance. Includes a survey of the fundamentals of water supply$ waste lines$ plumbing equipment$ heat and air conditioning; solar applications; and electrical components and equipment in the design and construction of buildings. Prerequisite: ARC 1126. (3 hr. lecture)
ARC,2172,Computer Aided Drafting 2,4,This course is designed for students with previous computer-aided design knowledge. Students will use both 2-dimensional and 3-dimensional CAD software to further develop their abilities to apply CAD techniques to the solution of architectural$ engineering$ and interior design problems. Prerequisite: ARC 2171. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2303,Architectural Design 3,5,Integration of the natural and built environment with physiological$ functional$ organizational$ spatial and environmental forces. Prerequisites: ARC 1302 and 2461. Laboratory fee. (2 hr. lecture; 6 hr. lab)
ARC,2461,Architectural Materials And Construction 1,4,An introduction to basic materials and methods of building construction. Emphasis is on wood$ concrete$ unit masonry$ and light steel construction. Laboratory projects may include working drawings interpretation$ sketching construction details$ or field trips to construction sites and fabricant plants. Designed primarily as the initial materials and methods course for architectural transfer students. Prerequisite: ARC 1126 or BCN 1251. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2702,History of Architecture 2,3,A general survey of architecture from the 19th century through the present$ including an integration of art forms$ structural forms$ and ornamental forms used in various cultures of the world during these times. Fulfills Gordon Rule writing requirement. (3 hr. lecture)
ARC,2180C,Introduction To 3D Building Modeling,4,An introduction to 3D building modeling and generative drafting as it applies to the fields of architecture and interior design. Students will learn current practices in 3D building design by emphasizing the manipulation of commands used for modeling$ drawing$ editing$ dimensioning$ basic drawing management$ and drawing output. Prerequisites: ARC 2172$ CGS 1060$ MAC 1105. (2 hr. lecture; 4 hr. lab)
ARC,1302,Architectural Design 2,4,A continuation of ARC 1301$ emphasizing the application of ordering concepts$ and aspects and determinants of form and space. An individual design process is developed by the student. Pre-/Co-Requisites: ARC 1126$ 2701; Prerequisite: ARC 1301. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2056,Computer Aided Architectural Presentation,4,This course is designed to introduce the student to the concept of three-dimensional modeling and rendering for the purpose of producing an animated architectural presentation. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2172,Computer Aided Drafting 2,4,This course is designed for students with previous computer-aided design knowledge. Students will use both 2-dimensional and 3-dimensional CAD software to further develop their abilities to apply CAD techniques to the solution of architectural$ engineering$ and interior design problems. Prerequisite: ARC 2171. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2178C,Introduction To Building Surfacing,4,A BIM course introducing building surfacing and form finding technology. Students will learn the practice of creating complex building models and non-traditional architectural geometries$ exploring design intent modeling$ and generating solid models from surface models through AEC related objects. Design drivers$ computational geometry$ and advanced assembly techniques are explored. Prerequisite: ARC 2180C (2 hr. lecture; 4 hr. lab)
ARC,1301,Architectural Design 1,4,Introductory course to architectural design$ its scope$ methods and vocabulary interfacing graphics and design as a means towards an awareness and understanding of basic organizational principles. Design concepts analyzed through graphical representation and modeling. Pre/corequisite: ARC 1115. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2701,History Of Architecture 1,3,A general survey of architecture from primitive times through the 18th century including an integration of art forms$ structural forms and ornamental forms used in various cultures of the world during those times. (3 hr. lecture)
ARC,2171,Computer Aided Drafting 1,4,Computer-aided drafting as it applies in the fields of architecture and interior design using office simulation. Emphasis is on the production of computer-aided drafting of working drawings involving different types of structure. Prerequisite: ARC 1126 or 2461. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2053,Architectural Computer Applications,4,Applications of software and computer languages in the fields of architecture$ building construction and interior design. Corequisite: ARC2052. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,1126C,Architectural Drawing 1,4,This course exercises the visualization and drafting of architectural objects and construction conditions.  Students will learn to draw orthographic projections$ isometric and sectional drawings as an expression of architectural communication.  Topics Include drawing of plans$ elevations$ details$ schedules$ and sections of wood frame and masonry structures. (2 hr. lecture; 4 hr. lab)
ARC,2312C,Introduction To Building Assembly Modeling,4,Introduction to the principles of Building Assembly Modeling. Students will learn to explore a building as an assembly of architectural objects and subassemblies$ using virtual design and construction software. In addition$ students will learn part modeling$ assembly modeling$ generative drafting$ and general representational and modeling techniques. Prerequisites: ARC 2172$ CGS 1060$ and MAC 1105. (2 hr. lecture; 4 hr. lab)
ARC,2178C,Introduction To Building Surfacing,4,A BIM course introducing building surfacing and form finding technology. Students will learn the practice of creating complex building models and non-traditional architectural geometries$ exploring design intent modeling$ and generating solid models from surface models through AEC related objects. Design drivers$ computational geometry$ and advanced assembly techniques are explored. Prerequisite: ARC 2180C (2 hr. lecture; 4 hr. lab)
ARC,2201,Theory Of Architecture,3,An introduction to the meaning of Architecture to society$ the foundation theories of architecture and an exposure to the ways and means of the creative process. Prerequisite: ARC 1115. (3 hr. lecture)
ARC,1128,Architectural Drawing 2,4,A simulation of an actual architectural drafting room. The instructor issues preliminary design drawings from which the student prepares working drawings. The problems presented have varied materials and structural systems$ differing occupancies$ etc.$ offering a series of new experiences in architectural drawing. Prerequisite: ARC 1126. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,1126C,Architectural Drawing 1,4,This course exercises the visualization and drafting of architectural objects and construction conditions.  Students will learn to draw orthographic projections$ isometric and sectional drawings as an expression of architectural communication.  Topics Include drawing of plans$ elevations$ details$ schedules$ and sections of wood frame and masonry structures. (2 hr. lecture; 4 hr. lab)
ARC,2304,Architectural Design 4,5,A continuation of ARC 2303. Introduction to programming and design methods in architecture. Applications of building technology in the design process. Overview of computer applications in design. Prerequisite: ARC 2303; pre/corequisites: ARC 2053$ 2681. Laboratory fee. (2 hr. lecture; 6 hr. lab)
ARC,1115,Architectural Communications 1,2,Exercises in freehand drawing$ sketching and linear perspective are designed to increase the student's awareness of the architectural environment. This is accomplished through a series of form studies of nature$ architectural forms$ and abstract elements of composition. Corequisite: IND 1020. Laboratory fee. (1 hr. lecture; 2 hr. lab)
ARC,2580,Architectural Structures 1,4,A basic structural course$ designed primarily for Architectural and Construction majors$ covering the fundamentals of statics. Timber design emphasized. Prerequisite: MAC1114; pre-/corequisites: PHY 2053$ 2053L and ARC 1126$ 2461. Laboratory fee. (3 hr. lecture; 2 hr. lab)
ARC,2053,Architectural Computer Applications,4,Applications of software and computer languages in the fields of architecture$ building construction and interior design. Corequisite: ARC2052. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2056,Computer Aided Architectural Presentation,4,This course is designed to introduce the student to the concept of three-dimensional modeling and rendering for the purpose of producing an animated architectural presentation. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,1113,Sketchbook Studies,3,This course focuses on the development of perception and awareness of major architectural monuments$ historical sites$ and public spaces through two-dimensional architectural renderings performed in situ. Freehand perspective drawings will be created in black and white$ with color as applicable. Mediums of presentation will vary from pencil to pen. (3 hr. lecture)
ARC,1949,Co-Op Work Experience 1: ARC,3,This is a course designed to provide training in a student's field of study through work experience. Students will learn to make connections between their internship experiences$ academic coursework$ and career goals.  Students are graded on the basis of documentation of learning and goal achievement as reported by both student and employer.  (48 hr. Co-op work experience)
ARC,2303,Architectural Design 3,5,Integration of the natural and built environment with physiological$ functional$ organizational$ spatial and environmental forces. Prerequisites: ARC 1302 and 2461. Laboratory fee. (2 hr. lecture; 6 hr. lab)
ARC,2461,Architectural Materials And Construction 1,4,An introduction to basic materials and methods of building construction. Emphasis is on wood$ concrete$ unit masonry$ and light steel construction. Laboratory projects may include working drawings interpretation$ sketching construction details$ or field trips to construction sites and fabricant plants. Designed primarily as the initial materials and methods course for architectural transfer students. Prerequisite: ARC 1126 or BCN 1251. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,1301,Architectural Design 1,4,Introductory course to architectural design$ its scope$ methods and vocabulary interfacing graphics and design as a means towards an awareness and understanding of basic organizational principles. Design concepts analyzed through graphical representation and modeling. Pre/corequisite: ARC 1115. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2949,Co-Op Work Experience 2: Arc,3,This is a course designed to continue training in a student's field of study through work experience. Students are graded on the basis of documentation of learning acquired as reported by student and employer. Students will be assigned specific course prefixes related to their academic major prior to registration. All students must contact the Co-operative Education Office to obtain registration approval. Prerequisite: 2.0 minimum GPA$ approval of Co-op Program Director and completion of ARC 1949. (3 hr. lecture)
ARC,1128,Architectural Drawing 2,4,A simulation of an actual architectural drafting room. The instructor issues preliminary design drawings from which the student prepares working drawings. The problems presented have varied materials and structural systems$ differing occupancies$ etc.$ offering a series of new experiences in architectural drawing. Prerequisite: ARC 1126. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2765,An Introduction To: Cities Of The World,3,This course is a comparative study of contemporary cities both industrialized$ developing and redeveloped and/or reconstructed. This course is conducted abroad. Students will learn about improving the quality of our man-made environment by seeing first-hand$ positive progress towards civilizing cities of the world. Separation of pedestrian and traffic ways$ and the amenities which result$ will be a major element of study Assiduous use of the natural environment will be observed and studied. (3 hr. lecture)
ARC,2312C,Introduction To Building Assembly Modeling,4,Introduction to the principles of Building Assembly Modeling. Students will learn to explore a building as an assembly of architectural objects and subassemblies$ using virtual design and construction software. In addition$ students will learn part modeling$ assembly modeling$ generative drafting$ and general representational and modeling techniques. Prerequisites: ARC 2172$ CGS 1060$ and MAC 1105. (2 hr. lecture; 4 hr. lab)
ARC,2171,Computer Aided Drafting 1,4,Computer-aided drafting as it applies in the fields of architecture and interior design using office simulation. Emphasis is on the production of computer-aided drafting of working drawings involving different types of structure. Prerequisite: ARC 1126 or 2461. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2304,Architectural Design 4,5,A continuation of ARC 2303. Introduction to programming and design methods in architecture. Applications of building technology in the design process. Overview of computer applications in design. Prerequisite: ARC 2303; pre/corequisites: ARC 2053$ 2681. Laboratory fee. (2 hr. lecture; 6 hr. lab)
ARC,1302,Architectural Design 2,4,A continuation of ARC 1301$ emphasizing the application of ordering concepts$ and aspects and determinants of form and space. An individual design process is developed by the student. Pre-/Co-Requisites: ARC 1126$ 2701; Prerequisite: ARC 1301. Laboratory fee. (2 hr. lecture; 4 hr. lab)
ARC,2580,Architectural Structures 1,4,A basic structural course$ designed primarily for Architectural and Construction majors$ covering the fundamentals of statics. Timber design emphasized. Prerequisite: MAC1114; pre-/corequisites: PHY 2053$ 2053L and ARC 1126$ 2461. Laboratory fee. (3 hr. lecture; 2 hr. lab)
ARC,2767,Architectural History: Urban Spaces,3,Studies in situ of major urban spaces$ with accompanying critical analyses of those spaces. An historical overview of the architecture of the places and spaces studied$ with specific attention given to the ambiance$ color$ light$ texture$ and patterns$ will be presented. The history of the community activities occurring in the spaces will be further analyzed$ with appropriate urban and regional planning evaluations. Principles of positive planning will be studied$ with the intention of developing knowledge of urban planning process and practice. (3 hr. lecture)
ARC,2180C,Introduction To 3D Building Modeling,4,An introduction to 3D building modeling and generative drafting as it applies to the fields of architecture and interior design. Students will learn current practices in 3D building design by emphasizing the manipulation of commands used for modeling$ drawing$ editing$ dimensioning$ basic drawing management$ and drawing output. Prerequisites: ARC 2172$ CGS 1060$ MAC 1105. (2 hr. lecture; 4 hr. lab)
ARC,1115,Architectural Communications 1,2,Exercises in freehand drawing$ sketching and linear perspective are designed to increase the student's awareness of the architectural environment. This is accomplished through a series of form studies of nature$ architectural forms$ and abstract elements of composition. Corequisite: IND 1020. Laboratory fee. (1 hr. lecture; 2 hr. lab)
ARH,2740,Cinema Appreciation,3,An analysis of the cinema as an important social force and an artistic medium. Significant American$ British$ and foreign language films will be shown and discussed. Prerequisite: HUM 1020. Fulfills Gordon Rule writing requirement. (2 hr. lecture; 2 hr. lab)
ARH,2402,Art History 3,3,A world survey of modern visual arts from 1850 A.D. - present. Prerequisite: ARH 2051. (3 hr. lecture)
ARH,2740,Cinema Appreciation,3,An analysis of the cinema as an important social force and an artistic medium. Significant American$ British$ and foreign language films will be shown and discussed. Prerequisite: HUM 1020. Fulfills Gordon Rule writing requirement. (2 hr. lecture; 2 hr. lab)
ARH,1000,Art Appreciation,3,The role of art in everyday living in the home$ the school and the community. A lecture course illustrated with films and slides. (3 hr. lecture)
ARH,2050,Art History 1,3,A world survey of the visual arts from prehistory to 800 A.D. (3 hr. lecture)
ARH,2051,Art History 2,3,A world survey of the visual arts from 800 to 1850 A.D. Prerequisite: ARH 2050. Fulfills Gordon Rule writing requirement. Gordon Rule Assigned.   (3 hr. lecture)
ART,1205C,Color And Composition 1,3,ART 1205C is a studio art course that is focused on learning the theory and practice of color mixing and compositional arrangement. The course will examine the various interactions of color and their creative application so that the student may use color more effectively in fine arts and applied design. (1-2 hr. lecture; 4 hr. lab)
